2023-04-12 08:51:08 status half-installed gnupg1:amd64 1.4.23-1.1
2023-04-12 08:51:08 status unpacked gnupg1:amd64 1.4.23-1.1
2023-04-12 08:51:08 startup packages configure
2023-04-12 08:51:08 configure libpsl5:amd64 0.21.0-1.2 <none>
2023-04-12 08:51:08 status unpacked libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:08 status half-configured libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:08 status installed libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:08 configure libbrotli1:amd64 1.0.9-2+b2 <none>
2023-04-12 08:51:08 status unpacked libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:08 status half-configured libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:08 status installed libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:08 configure libnghttp2-14:amd64 1.43.0-1 <none>
2023-04-12 08:51:08 status unpacked libnghttp2-14:amd64 1.43.0-1
2023-04-12 08:51:08 status half-configured libnghttp2-14:amd64 1.43.0-1
2023-04-12 08:51:08 status installed libnghttp2-14:amd64 1.43.0-1
2023-04-12 08:51:08 configure libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1 <none>
2023-04-12 08:51:08 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:08 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:08 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:08 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2 <none>
2023-04-12 08:51:08 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:08 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:08 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:08 configure libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1 <none>
2023-04-12 08:51:08 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:08 status half-configured libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:08 status installed libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:08 configure libssh2-1:amd64 1.9.0-2 <none>
2023-04-12 08:51:08 status unpacked libssh2-1:amd64 1.9.0-2
2023-04-12 08:51:08 status half-configured libssh2-1:amd64 1.9.0-2
2023-04-12 08:51:08 status installed libssh2-1:amd64 1.9.0-2
2023-04-12 08:51:08 configure openssl:amd64 1.1.1n-0+deb11u4 <none>
2023-04-12 08:51:08 status unpacked openssl:amd64 1.1.1n-0+deb11u4
2023-04-12 08:51:08 status half-configured openssl:amd64 1.1.1n-0+deb11u4
2023-04-12 08:51:08 status installed openssl:amd64 1.1.1n-0+deb11u4
2023-04-12 08:51:08 configure readline-common:all 8.1-1 <none>
2023-04-12 08:51:08 status unpacked readline-common:all 8.1-1
2023-04-12 08:51:08 status half-configured readline-common:all 8.1-1
2023-04-12 08:51:08 status installed readline-common:all 8.1-1
2023-04-12 08:51:08 configure libreadline8:amd64 8.1-1 <none>
2023-04-12 08:51:08 status unpacked libreadline8:amd64 8.1-1
2023-04-12 08:51:08 status half-configured libreadline8:amd64 8.1-1
2023-04-12 08:51:08 status installed libreadline8:amd64 8.1-1
2023-04-12 08:51:08 configure libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1 <none>
2023-04-12 08:51:08 status unpacked libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:08 status half-configured libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:08 status installed libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:08 configure libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7 <none>
2023-04-12 08:51:08 status unpacked libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:08 status half-configured libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:08 status installed libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:08 configure ca-certificates:all 20210119 <none>
2023-04-12 08:51:08 status unpacked ca-certificates:all 20210119
2023-04-12 08:51:08 status half-configured ca-certificates:all 20210119
2023-04-12 08:51:09 status installed ca-certificates:all 20210119
2023-04-12 08:51:09 status triggers-pending ca-certificates:all 20210119
2023-04-12 08:51:09 configure gnupg1:amd64 1.4.23-1.1 <none>
2023-04-12 08:51:09 status unpacked gnupg1:amd64 1.4.23-1.1
2023-04-12 08:51:09 status half-configured gnupg1:amd64 1.4.23-1.1
2023-04-12 08:51:09 status installed gnupg1:amd64 1.4.23-1.1
2023-04-12 08:51:09 trigproc libc-bin:amd64 2.31-13+deb11u5 <none>
2023-04-12 08:51:09 status half-configured libc-bin:amd64 2.31-13+deb11u5
2023-04-12 08:51:09 status installed libc-bin:amd64 2.31-13+deb11u5
2023-04-12 08:51:09 trigproc ca-certificates:all 20210119 <none>
2023-04-12 08:51:09 status half-configured ca-certificates:all 20210119
2023-04-12 08:51:09 status installed ca-certificates:all 20210119
2023-04-12 08:51:11 startup packages remove
2023-04-12 08:51:11 status installed gnupg1:amd64 1.4.23-1.1
2023-04-12 08:51:11 remove gnupg1:amd64 1.4.23-1.1 <none>
2023-04-12 08:51:11 status half-configured gnupg1:amd64 1.4.23-1.1
2023-04-12 08:51:11 status half-installed gnupg1:amd64 1.4.23-1.1
2023-04-12 08:51:11 status config-files gnupg1:amd64 1.4.23-1.1
2023-04-12 08:51:11 status not-installed gnupg1:amd64 <none>
2023-04-12 08:51:11 status installed libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:11 remove libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7 <none>
2023-04-12 08:51:11 status triggers-pending libc-bin:amd64 2.31-13+deb11u5
2023-04-12 08:51:11 status half-configured libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:11 status half-installed libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:11 status config-files libcurl3-gnutls:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:11 status not-installed libcurl3-gnutls:amd64 <none>
2023-04-12 08:51:11 status installed libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:11 remove libbrotli1:amd64 1.0.9-2+b2 <none>
2023-04-12 08:51:11 status half-configured libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:11 status half-installed libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:11 status config-files libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:11 status not-installed libbrotli1:amd64 <none>
2023-04-12 08:51:11 status installed libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:11 remove libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1 <none>
2023-04-12 08:51:11 status half-configured libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:11 status half-installed libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:11 status config-files libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:11 status not-installed libldap-2.4-2:amd64 <none>
2023-04-12 08:51:11 status installed libnghttp2-14:amd64 1.43.0-1
2023-04-12 08:51:11 remove libnghttp2-14:amd64 1.43.0-1 <none>
2023-04-12 08:51:11 status half-configured libnghttp2-14:amd64 1.43.0-1
2023-04-12 08:51:11 status half-installed libnghttp2-14:amd64 1.43.0-1
2023-04-12 08:51:11 status config-files libnghttp2-14:amd64 1.43.0-1
2023-04-12 08:51:11 status not-installed libnghttp2-14:amd64 <none>
2023-04-12 08:51:11 status installed libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:11 remove libpsl5:amd64 0.21.0-1.2 <none>
2023-04-12 08:51:11 status half-configured libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:11 status half-installed libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:11 status config-files libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:11 status not-installed libpsl5:amd64 <none>
2023-04-12 08:51:11 status installed libreadline8:amd64 8.1-1
2023-04-12 08:51:11 remove libreadline8:amd64 8.1-1 <none>
2023-04-12 08:51:11 status half-configured libreadline8:amd64 8.1-1
2023-04-12 08:51:11 status half-installed libreadline8:amd64 8.1-1
2023-04-12 08:51:11 status config-files libreadline8:amd64 8.1-1
2023-04-12 08:51:11 status not-installed libreadline8:amd64 <none>
2023-04-12 08:51:11 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:11 remove librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2 <none>
2023-04-12 08:51:11 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:11 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:11 status config-files librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:11 status not-installed librtmp1:amd64 <none>
2023-04-12 08:51:11 status installed libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:11 remove libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1 <none>
2023-04-12 08:51:11 status half-configured libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:11 status half-installed libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:11 status config-files libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:11 status not-installed libsasl2-2:amd64 <none>
2023-04-12 08:51:11 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:11 remove libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1 <none>
2023-04-12 08:51:11 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:11 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:11 status config-files libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:11 status not-installed libsasl2-modules-db:amd64 <none>
2023-04-12 08:51:11 status installed libssh2-1:amd64 1.9.0-2
2023-04-12 08:51:11 remove libssh2-1:amd64 1.9.0-2 <none>
2023-04-12 08:51:11 status half-configured libssh2-1:amd64 1.9.0-2
2023-04-12 08:51:11 status half-installed libssh2-1:amd64 1.9.0-2
2023-04-12 08:51:11 status config-files libssh2-1:amd64 1.9.0-2
2023-04-12 08:51:11 status not-installed libssh2-1:amd64 <none>
2023-04-12 08:51:11 status installed readline-common:all 8.1-1
2023-04-12 08:51:11 remove readline-common:all 8.1-1 <none>
2023-04-12 08:51:11 status half-configured readline-common:all 8.1-1
2023-04-12 08:51:11 status half-installed readline-common:all 8.1-1
2023-04-12 08:51:11 status config-files readline-common:all 8.1-1
2023-04-12 08:51:11 startup packages configure
2023-04-12 08:51:11 trigproc libc-bin:amd64 2.31-13+deb11u5 <none>
2023-04-12 08:51:11 status half-configured libc-bin:amd64 2.31-13+deb11u5
2023-04-12 08:51:11 status installed libc-bin:amd64 2.31-13+deb11u5
2023-04-12 08:51:11 startup packages purge
2023-04-12 08:51:11 purge readline-common:all 8.1-1 <none>
2023-04-12 08:51:11 status config-files readline-common:all 8.1-1
2023-04-12 08:51:11 status not-installed readline-common:all <none>
2023-04-12 08:51:11 startup packages configure
2023-04-12 08:51:15 startup archives unpack
2023-04-12 08:51:15 install readline-common:all <none> 8.1-1
2023-04-12 08:51:15 status half-installed readline-common:all 8.1-1
2023-04-12 08:51:15 status unpacked readline-common:all 8.1-1
2023-04-12 08:51:15 install libreadline8:amd64 <none> 8.1-1
2023-04-12 08:51:15 status triggers-pending libc-bin:amd64 2.31-13+deb11u5
2023-04-12 08:51:15 status half-installed libreadline8:amd64 8.1-1
2023-04-12 08:51:15 status unpacked libreadline8:amd64 8.1-1
2023-04-12 08:51:15 install sensible-utils:all <none> 0.0.14
2023-04-12 08:51:15 status half-installed sensible-utils:all 0.0.14
2023-04-12 08:51:15 status unpacked sensible-utils:all 0.0.14
2023-04-12 08:51:15 install gettext-base:amd64 <none> 0.21-4
2023-04-12 08:51:15 status half-installed gettext-base:amd64 0.21-4
2023-04-12 08:51:15 status unpacked gettext-base:amd64 0.21-4
2023-04-12 08:51:15 install ucf:all <none> 3.0043
2023-04-12 08:51:15 status half-installed ucf:all 3.0043
2023-04-12 08:51:15 status unpacked ucf:all 3.0043
2023-04-12 08:51:15 install libbrotli1:amd64 <none> 1.0.9-2+b2
2023-04-12 08:51:15 status half-installed libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:16 status unpacked libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:16 install libsasl2-modules-db:amd64 <none> 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:16 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:16 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:16 install libsasl2-2:amd64 <none> 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:16 status half-installed libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:16 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2.1+deb11u1
2023-04-12 08:51:16 install libldap-2.4-2:amd64 <none> 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:16 status half-installed libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:16 status unpacked libldap-2.4-2:amd64 2.4.57+dfsg-3+deb11u1
2023-04-12 08:51:16 install libnghttp2-14:amd64 <none> 1.43.0-1
2023-04-12 08:51:16 status half-installed libnghttp2-14:amd64 1.43.0-1
2023-04-12 08:51:16 status unpacked libnghttp2-14:amd64 1.43.0-1
2023-04-12 08:51:16 install libpsl5:amd64 <none> 0.21.0-1.2
2023-04-12 08:51:16 status half-installed libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:16 status unpacked libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:16 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:16 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:16 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2+b2
2023-04-12 08:51:16 install libssh2-1:amd64 <none> 1.9.0-2
2023-04-12 08:51:16 status half-installed libssh2-1:amd64 1.9.0-2
2023-04-12 08:51:16 status unpacked libssh2-1:amd64 1.9.0-2
2023-04-12 08:51:16 install libcurl4:amd64 <none> 7.74.0-1.3+deb11u7
2023-04-12 08:51:16 status half-installed libcurl4:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:16 status unpacked libcurl4:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:16 install curl:amd64 <none> 7.74.0-1.3+deb11u7
2023-04-12 08:51:16 status half-installed curl:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:16 status unpacked curl:amd64 7.74.0-1.3+deb11u7
2023-04-12 08:51:16 install fonts-dejavu-core:all <none> 2.37-2
2023-04-12 08:51:16 status half-installed fonts-dejavu-core:all 2.37-2
2023-04-12 08:51:16 status unpacked fonts-dejavu-core:all 2.37-2
2023-04-12 08:51:16 install fontconfig-config:all <none> 2.13.1-4.2
2023-04-12 08:51:16 status half-installed fontconfig-config:all 2.13.1-4.2
2023-04-12 08:51:16 status unpacked fontconfig-config:all 2.13.1-4.2
2023-04-12 08:51:16 install libmd0:amd64 <none> 1.0.3-3
2023-04-12 08:51:16 status half-installed libmd0:amd64 1.0.3-3
2023-04-12 08:51:16 status unpacked libmd0:amd64 1.0.3-3
2023-04-12 08:51:16 install libbsd0:amd64 <none> 0.11.3-1
2023-04-12 08:51:16 status half-installed libbsd0:amd64 0.11.3-1
2023-04-12 08:51:16 status unpacked libbsd0:amd64 0.11.3-1
2023-04-12 08:51:16 install libdeflate0:amd64 <none> 1.7-1
2023-04-12 08:51:16 status half-installed libdeflate0:amd64 1.7-1
2023-04-12 08:51:16 status unpacked libdeflate0:amd64 1.7-1
2023-04-12 08:51:16 install libexpat1:amd64 <none> 2.2.10-2+deb11u5
2023-04-12 08:51:16 status half-installed libexpat1:amd64 2.2.10-2+deb11u5
2023-04-12 08:51:16 status unpacked libexpat1:amd64 2.2.10-2+deb11u5
2023-04-12 08:51:16 install libpng16-16:amd64 <none> 1.6.37-3
2023-04-12 08:51:16 status half-installed libpng16-16:amd64 1.6.37-3
2023-04-12 08:51:16 status unpacked libpng16-16:amd64 1.6.37-3
2023-04-12 08:51:16 install libfreetype6:amd64 <none> 2.10.4+dfsg-1+deb11u1
2023-04-12 08:51:16 status half-installed libfreetype6:amd64 2.10.4+dfsg-1+deb11u1
2023-04-12 08:51:16 status unpacked libfreetype6:amd64 2.10.4+dfsg-1+deb11u1
2023-04-12 08:51:16 install libfontconfig1:amd64 <none> 2.13.1-4.2
2023-04-12 08:51:16 status half-installed libfontconfig1:amd64 2.13.1-4.2
2023-04-12 08:51:16 status unpacked libfontconfig1:amd64 2.13.1-4.2
2023-04-12 08:51:16 install libjpeg62-turbo:amd64 <none> 1:2.0.6-4
2023-04-12 08:51:16 status half-installed libjpeg62-turbo:amd64 1:2.0.6-4
2023-04-12 08:51:16 status unpacked libjpeg62-turbo:amd64 1:2.0.6-4
2023-04-12 08:51:17 install libjbig0:amd64 <none> 2.1-3.1+b2
2023-04-12 08:51:17 status half-installed libjbig0:amd64 2.1-3.1+b2
2023-04-12 08:51:17 status unpacked libjbig0:amd64 2.1-3.1+b2
2023-04-12 08:51:17 install libwebp6:amd64 <none> 0.6.1-2.1
2023-04-12 08:51:17 status half-installed libwebp6:amd64 0.6.1-2.1
2023-04-12 08:51:17 status unpacked libwebp6:amd64 0.6.1-2.1
2023-04-12 08:51:17 install libtiff5:amd64 <none> 4.2.0-1+deb11u4
2023-04-12 08:51:17 status half-installed libtiff5:amd64 4.2.0-1+deb11u4
2023-04-12 08:51:17 status unpacked libtiff5:amd64 4.2.0-1+deb11u4
2023-04-12 08:51:17 install libxau6:amd64 <none> 1:1.0.9-1
2023-04-12 08:51:17 status half-installed libxau6:amd64 1:1.0.9-1
2023-04-12 08:51:17 status unpacked libxau6:amd64 1:1.0.9-1
2023-04-12 08:51:17 install libxdmcp6:amd64 <none> 1:1.1.2-3
2023-04-12 08:51:17 status half-installed libxdmcp6:amd64 1:1.1.2-3
2023-04-12 08:51:17 status unpacked libxdmcp6:amd64 1:1.1.2-3
2023-04-12 08:51:17 install libxcb1:amd64 <none> 1.14-3
2023-04-12 08:51:17 status half-installed libxcb1:amd64 1.14-3
2023-04-12 08:51:17 status unpacked libxcb1:amd64 1.14-3
2023-04-12 08:51:17 install libx11-data:all <none> 2:1.7.2-1
2023-04-12 08:51:17 status half-installed libx11-data:all 2:1.7.2-1
2023-04-12 08:51:17 status unpacked libx11-data:all 2:1.7.2-1
2023-04-12 08:51:17 install libx11-6:amd64 <none> 2:1.7.2-1
2023-04-12 08:51:17 status half-installed libx11-6:amd64 2:1.7.2-1
2023-04-12 08:51:17 status unpacked libx11-6:amd64 2:1.7.2-1
2023-04-12 08:51:17 install libxpm4:amd64 <none> 1:3.5.12-1
2023-04-12 08:51:17 status half-installed libxpm4:amd64 1:3.5.12-1
2023-04-12 08:51:17 status unpacked libxpm4:amd64 1:3.5.12-1
2023-04-12 08:51:17 install libgd3:amd64 <none> 2.3.0-2
2023-04-12 08:51:17 status half-installed libgd3:amd64 2.3.0-2
2023-04-12 08:51:17 status unpacked libgd3:amd64 2.3.0-2
2023-04-12 08:51:17 install libgeoip1:amd64 <none> 1.6.12-7
2023-04-12 08:51:17 status half-installed libgeoip1:amd64 1.6.12-7
2023-04-12 08:51:17 status unpacked libgeoip1:amd64 1.6.12-7
2023-04-12 08:51:17 install libicu67:amd64 <none> 67.1-7
2023-04-12 08:51:17 status half-installed libicu67:amd64 67.1-7
2023-04-12 08:51:18 status unpacked libicu67:amd64 67.1-7
2023-04-12 08:51:18 install libxml2:amd64 <none> 2.9.10+dfsg-6.7+deb11u3
2023-04-12 08:51:18 status half-installed libxml2:amd64 2.9.10+dfsg-6.7+deb11u3
2023-04-12 08:51:18 status unpacked libxml2:amd64 2.9.10+dfsg-6.7+deb11u3
2023-04-12 08:51:18 install libxslt1.1:amd64 <none> 1.1.34-4+deb11u1
2023-04-12 08:51:18 status half-installed libxslt1.1:amd64 1.1.34-4+deb11u1
2023-04-12 08:51:18 status unpacked libxslt1.1:amd64 1.1.34-4+deb11u1
2023-04-12 08:51:18 install nginx:amd64 <none> 1.23.4-1~bullseye
2023-04-12 08:51:18 status half-installed nginx:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 status unpacked nginx:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 install nginx-module-geoip:amd64 <none> 1.23.4-1~bullseye
2023-04-12 08:51:18 status half-installed nginx-module-geoip:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 status unpacked nginx-module-geoip:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 install nginx-module-image-filter:amd64 <none> 1.23.4-1~bullseye
2023-04-12 08:51:18 status half-installed nginx-module-image-filter:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 status unpacked nginx-module-image-filter:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 install nginx-module-njs:amd64 <none> 1.23.4+0.7.11-1~bullseye
2023-04-12 08:51:18 status half-installed nginx-module-njs:amd64 1.23.4+0.7.11-1~bullseye
2023-04-12 08:51:18 status unpacked nginx-module-njs:amd64 1.23.4+0.7.11-1~bullseye
2023-04-12 08:51:18 install nginx-module-xslt:amd64 <none> 1.23.4-1~bullseye
2023-04-12 08:51:18 status half-installed nginx-module-xslt:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 status unpacked nginx-module-xslt:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 startup packages configure
2023-04-12 08:51:18 configure libexpat1:amd64 2.2.10-2+deb11u5 <none>
2023-04-12 08:51:18 status unpacked libexpat1:amd64 2.2.10-2+deb11u5
2023-04-12 08:51:18 status half-configured libexpat1:amd64 2.2.10-2+deb11u5
2023-04-12 08:51:18 status installed libexpat1:amd64 2.2.10-2+deb11u5
2023-04-12 08:51:18 configure libxau6:amd64 1:1.0.9-1 <none>
2023-04-12 08:51:18 status unpacked libxau6:amd64 1:1.0.9-1
2023-04-12 08:51:18 status half-configured libxau6:amd64 1:1.0.9-1
2023-04-12 08:51:18 status installed libxau6:amd64 1:1.0.9-1
2023-04-12 08:51:18 configure libpsl5:amd64 0.21.0-1.2 <none>
2023-04-12 08:51:18 status unpacked libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:18 status half-configured libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:18 status installed libpsl5:amd64 0.21.0-1.2
2023-04-12 08:51:18 configure libicu67:amd64 67.1-7 <none>
2023-04-12 08:51:18 status unpacked libicu67:amd64 67.1-7
2023-04-12 08:51:18 status half-configured libicu67:amd64 67.1-7
2023-04-12 08:51:18 status installed libicu67:amd64 67.1-7
2023-04-12 08:51:18 configure nginx:amd64 1.23.4-1~bullseye <none>
2023-04-12 08:51:18 status unpacked nginx:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 status half-configured nginx:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 status installed nginx:amd64 1.23.4-1~bullseye
2023-04-12 08:51:18 configure libbrotli1:amd64 1.0.9-2+b2 <none>
2023-04-12 08:51:18 status unpacked libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:18 status half-configured libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:18 status installed libbrotli1:amd64 1.0.9-2+b2
2023-04-12 08:51:18 configure libnghttp2-14:amd64 1.43.0-1 <none>
